,Row_ID,Game_ID,Team,Player_ID,Number,Name,Min,FGM,FGA,FG%,2ptsM,2ptsA,2pts%,3ptsM,3ptsA,3pts%,FTM,FTA,FT%,ORebs,DRebs,Rebs,As,PF,To,Stl,Blks,Pts,y
19285,449518,504_15_44,AUSTRIA,0,TOTALS,AUSTRIA,200,12,56,21.4,7,35,20.0,5,21,23.8,26,31,83.9,14,24,38,8,21,14,8,2,55,0
19286,449531,504_15_45,HUNGARY,0,TOTALS,HUNGARY,200,27,62,43.5,18,36,50.0,9,26,34.6,17,21,81.0,14,13,27,15,18,8,2,0,80,0
19287,449544,504_15_45,BELARUS,0,TOTALS,BELARUS,200,33,62,53.2,25,44,56.8,8,18,44.4,9,13,69.2,17,21,38,15,15,10,5,4,83,1
19288,449556,504_15_46,SWITZERLAND,0,TOTALS,SWITZERLAND,200,41,79,51.9,37,59,62.7,4,20,20.0,9,10,90.0,22,28,50,20,14,25,22,4,95,1
19289,449567,504_15_46,MOLDOVA,0,TOTALS,MOLDOVA,200,18,53,34.0,11,24,45.8,7,29,24.1,3,4,75.0,8,15,23,2,15,36,11,2,46,0
19290,449580,504_15_47,MONTENEGRO,0,TOTALS,MONTENEGRO,200,25,54,46.3,23,42,54.8,2,12,16.7,13,20,65.0,9,24,33,8,27,17,6,1,65,0
19291,449593,504_15_47,FINLAND,0,TOTALS,FINLAND,200,30,68,44.1,19,36,52.8,11,32,34.4,16,25,64.0,17,21,38,16,22,13,8,3,87,1
19292,449606,504_15_48,SLOVAK REPUBLIC,0,TOTALS,SLOVAK REPUBLIC,200,36,68,52.9,25,43,58.1,11,25,44.0,22,35,62.9,15,42,57,20,28,22,7,2,105,0
19293,449619,504_15_48,ARMENIA,0,TOTALS,ARMENIA,200,31,83,37.3,25,64,39.1,6,19,31.6,17,31,54.8,15,22,37,16,26,12,11,4,85,1
19294,449632,504_15_49,ARMENIA,0,TOTALS,ARMENIA,200,27,60,45.0,22,49,44.9,5,11,45.5,21,30,70.0,12,25,37,21,12,13,13,4,80,1
19295,449645,504_15_49,ALBANIA,0,TOTALS,ALBANIA,200,22,65,33.8,20,54,37.0,2,11,18.2,5,6,83.3,17,24,41,9,20,25,6,3,51,0
19296,449658,504_15_50,NETHERLANDS,0,TOTALS,NETHERLANDS,200,23,55,41.8,14,33,42.4,9,22,40.9,13,17,76.5,9,25,34,14,24,15,9,1,68,1
19297,449669,504_15_50,MKD,0,TOTALS,MKD,200,16,54,29.6,13,34,38.2,3,20,15.0,12,19,63.2,16,26,42,5,20,22,5,1,47,0
19298,449682,504_15_51,SLOVAK REPUBLIC,0,TOTALS,SLOVAK REPUBLIC,200,27,58,46.6,15,30,50.0,12,28,42.9,17,21,81.0,12,28,40,12,18,12,5,2,83,1
19299,449694,504_15_51,SWITZERLAND,0,TOTALS,SWITZERLAND,200,25,68,36.8,20,45,44.4,5,23,21.7,12,18,66.7,19,20,39,14,20,12,6,8,67,0
19300,449707,504_15_52,BELARUS,0,TOTALS,BELARUS,200,34,68,50.0,27,40,67.5,7,28,25.0,14,19,73.7,13,35,48,25,14,17,10,2,89,1
19301,449720,504_15_52,LUXEMBOURG,0,TOTALS,LUXEMBOURG,200,22,66,33.3,20,47,42.6,2,19,10.5,14,15,93.3,8,22,30,10,16,16,7,1,60,0
19302,449733,504_15_53,AUSTRIA,0,TOTALS,AUSTRIA,200,24,62,38.7,17,37,45.9,7,25,28.0,12,19,63.2,14,29,43,13,21,18,8,1,67,1
19303,449746,504_15_53,KOSOVO,0,TOTALS,KOSOVO,200,26,60,43.3,26,50,52.0,0,10,0.0,12,18,66.7,7,27,34,8,21,13,12,2,64,0
19304,449759,504_15_54,FINLAND,0,TOTALS,FINLAND,200,20,58,34.5,13,29,44.8,7,29,24.1,22,25,88.0,13,25,38,11,20,12,8,2,69,1
19305,449772,504_15_54,HUNGARY,0,TOTALS,HUNGARY,200,20,54,37.0,14,33,42.4,6,21,28.6,12,16,75.0,9,25,34,9,24,17,4,1,58,0
19306,449785,504_15_55,PORTUGAL,0,TOTALS,PORTUGAL,200,17,65,26.2,13,37,35.1,4,28,14.3,12,16,75.0,15,27,42,9,23,14,13,3,50,0
19307,449798,504_15_55,ROMANIA,0,TOTALS,ROMANIA,200,21,57,36.8,17,33,51.5,4,24,16.7,13,22,59.1,14,33,47,13,22,15,8,1,59,1
19308,449811,504_15_56,SWEDEN,0,TOTALS,SWEDEN,200,28,58,48.3,20,36,55.6,8,22,36.4,15,26,57.7,14,33,47,12,21,12,7,6,79,1
19309,449824,504_15_56,MONTENEGRO,0,TOTALS,MONTENEGRO,200,18,62,29.0,15,45,33.3,3,17,17.6,11,15,73.3,10,20,30,5,25,10,8,1,50,0
19310,449837,504_15_57,ROMANIA,0,TOTALS,ROMANIA,200,35,65,53.8,25,40,62.5,10,25,40.0,21,28,75.0,12,30,42,22,18,13,16,4,101,0
19311,449848,504_15_57,MOLDOVA,0,TOTALS,MOLDOVA,200,17,59,28.8,10,31,32.3,7,28,25.0,7,14,50.0,14,21,35,11,25,28,4,2,48,1
19312,449861,504_15_58,PORTUGAL,0,TOTALS,PORTUGAL,200,32,70,45.7,25,57,43.9,7,13,53.8,12,15,80.0,18,22,40,13,15,10,15,6,83,1
19313,449874,504_15_58,SLOVAK REPUBLIC,0,TOTALS,SLOVAK REPUBLIC,200,25,56,44.6,12,30,40.0,13,26,50.0,5,10,50.0,12,20,32,15,20,23,3,1,68,0
19314,449887,504_15_59,AUSTRIA,0,TOTALS,AUSTRIA,200,27,56,48.2,24,42,57.1,3,14,21.4,12,19,63.2,12,26,38,12,14,17,7,3,69,1
19315,449900,504_15_59,ALBANIA,0,TOTALS,ALBANIA,200,24,55,43.6,20,42,47.6,4,13,30.8,7,9,77.8,4,20,24,13,21,15,10,3,59,0
19316,449911,504_15_60,MKD,0,TOTALS,MKD,200,28,69,40.6,23,42,54.8,5,27,18.5,25,32,78.1,18,33,51,16,15,18,7,4,86,1
19317,449924,504_15_60,LUXEMBOURG,0,TOTALS,LUXEMBOURG,200,30,69,43.5,23,49,46.9,7,20,35.0,8,11,72.7,7,24,31,18,26,17,13,4,75,0
19318,449937,504_15_61,KOSOVO,0,TOTALS,KOSOVO,200,23,61,37.7,20,48,41.7,3,13,23.1,10,14,71.4,9,19,28,9,20,20,14,1,59,0
19319,449949,504_15_61,SWITZERLAND,0,TOTALS,SWITZERLAND,200,30,64,46.9,21,41,51.2,9,23,39.1,12,18,66.7,16,29,45,13,11,23,7,3,81,1
19320,449962,504_15_62,NETHERLANDS,0,TOTALS,NETHERLANDS,250,31,83,37.3,25,64,39.1,6,19,31.6,10,17,58.8,24,31,55,15,24,17,9,1,78,0
19321,449975,504_15_62,BELARUS,0,TOTALS,BELARUS,250,29,72,40.3,21,44,47.7,8,28,28.6,17,25,68.0,14,30,44,18,18,16,7,7,83,1
19322,449988,504_15_63,GEORGIA,0,TOTALS,GEORGIA,200,32,71,45.1,23,48,47.9,9,23,39.1,15,18,83.3,12,29,41,12,18,15,13,7,88,1
19323,450001,504_15_63,ARMENIA,0,TOTALS,ARMENIA,200,30,80,37.5,27,57,47.4,3,23,13.0,15,20,75.0,22,27,49,15,18,19,7,2,78,0
19324,450014,504_15_64,HUNGARY,0,TOTALS,HUNGARY,200,28,57,49.1,21,42,50.0,7,15,46.7,5,9,55.6,5,19,24,10,16,9,6,0,68,1
19325,450027,504_15_64,MONTENEGRO,0,TOTALS,MONTENEGRO,200,28,57,49.1,24,39,61.5,4,18,22.2,6,11,54.5,11,27,38,18,20,19,8,2,66,0
19326,450040,504_15_65,FINLAND,0,TOTALS,FINLAND,200,30,62,48.4,19,42,45.2,11,20,55.0,9,13,69.2,7,29,36,13,18,12,7,2,80,1
19327,450053,504_15_65,SWEDEN,0,TOTALS,SWEDEN,200,28,68,41.2,19,38,50.0,9,30,30.0,11,13,84.6,9,26,35,15,18,12,6,7,76,0
19328,453101,507_15_01,SPAIN,0,TOTALS,SPAIN,200,23,56,41.1,18,34,52.9,5,22,22.7,7,14,50.0,10,29,39,16,15,18,2,0,58,0
19329,453114,507_15_01,FRANCE,0,TOTALS,FRANCE,200,23,64,35.9,14,33,42.4,9,31,29.0,9,11,81.8,11,25,36,14,18,11,10,2,64,1
19330,453127,507_15_02,FINLAND,0,TOTALS,FINLAND,200,21,57,36.8,12,38,31.6,9,19,47.4,11,14,78.6,9,21,30,15,19,20,9,6,62,0
19331,453140,507_15_02,RUSSIA,0,TOTALS,RUSSIA,200,34,64,53.1,22,42,52.4,12,22,54.5,9,19,47.4,12,27,39,24,17,15,12,2,89,1
19332,453153,507_15_03,BOSNIA AND HERZEGOVINA,0,TOTALS,BOSNIA AND HERZEGOVINA,200,18,57,31.6,17,41,41.5,1,16,6.2,13,22,59.1,10,19,29,7,20,19,16,4,50,0
19333,453166,507_15_03,LITHUANIA,0,TOTALS,LITHUANIA,200,27,64,42.2,23,46,50.0,4,18,22.2,15,18,83.3,18,31,49,19,17,24,13,2,73,1
19334,453179,507_15_04,MONTENEGRO,0,TOTALS,MONTENEGRO,200,23,55,41.8,22,40,55.0,1,15,6.7,14,23,60.9,10,23,33,11,23,21,12,0,61,0
19335,453192,507_15_04,LATVIA,0,TOTALS,LATVIA,200,25,62,40.3,16,32,50.0,9,30,30.0,11,19,57.9,13,27,40,13,24,19,11,3,70,1
19336,453205,507_15_05,CZECH REPUBLIC,0,TOTALS,CZECH REPUBLIC,200,23,70,32.9,12,34,35.3,11,36,30.6,11,15,73.3,14,26,40,16,19,17,12,2,68,1
19337,453218,507_15_05,UKRAINE,0,TOTALS,UKRAINE,200,24,70,34.3,18,39,46.2,6,31,19.4,11,18,61.1,20,32,52,16,21,21,16,3,65,0
19338,453231,507_15_06,ITALY,0,TOTALS,ITALY,200,21,62,33.9,19,46,41.3,2,16,12.5,4,6,66.7,8,25,33,14,18,18,13,4,48,0
19339,453244,507_15_06,TURKEY,0,TOTALS,TURKEY,200,19,61,31.1,17,44,38.6,2,17,11.8,9,13,69.2,17,31,48,10,18,25,13,5,49,1
19340,453257,507_15_07,GREECE,0,TOTALS,GREECE,200,27,69,39.1,24,55,43.6,3,14,21.4,7,10,70.0,11,39,50,15,17,11,12,8,64,1
19341,453270,507_15_07,CROATIA,0,TOTALS,CROATIA,200,15,68,22.1,11,45,24.4,4,23,17.4,7,11,63.6,15,31,46,7,12,16,5,2,41,0
19342,453283,507_15_08,SERBIA,0,TOTALS,SERBIA,200,19,59,32.2,14,38,36.8,5,21,23.8,13,20,65.0,11,34,45,16,22,22,8,4,56,0
19343,453296,507_15_08,GERMANY,0,TOTALS,GERMANY,200,26,69,37.7,19,44,43.2,7,25,28.0,6,18,33.3,16,32,48,12,23,16,14,1,65,1
19344,453309,507_15_09,FRANCE,0,TOTALS,FRANCE,200,28,70,40.0,21,48,43.8,7,22,31.8,12,21,57.1,17,40,57,16,10,14,9,8,75,1
19345,453322,507_15_09,CZECH REPUBLIC,0,TOTALS,CZECH REPUBLIC,200,16,63,25.4,11,36,30.6,5,27,18.5,1,4,25.0,8,29,37,12,17,20,8,3,38,0
19346,453335,507_15_10,TURKEY,0,TOTALS,TURKEY,200,34,67,50.7,29,51,56.9,5,16,31.2,7,14,50.0,10,38,48,21,18,19,10,6,80,1
19347,453348,507_15_10,FINLAND,0,TOTALS,FINLAND,200,21,67,31.3,17,46,37.0,4,21,19.0,17,22,77.3,10,25,35,17,18,16,10,0,63,0
19348,453361,507_15_11,UKRAINE,0,TOTALS,UKRAINE,200,26,63,41.3,18,38,47.4,8,25,32.0,8,12,66.7,13,24,37,21,21,25,9,1,68,0
19349,453374,507_15_11,SPAIN,0,TOTALS,SPAIN,200,24,54,44.4,18,29,62.1,6,25,24.0,16,24,66.7,9,26,35,17,17,21,16,2,70,1
19350,453387,507_15_12,RUSSIA,0,TOTALS,RUSSIA,200,18,50,36.0,14,35,40.0,4,15,26.7,14,25,56.0,7,29,36,8,23,17,8,2,54,0
19351,453400,507_15_12,ITALY,0,TOTALS,ITALY,200,25,68,36.8,20,45,44.4,5,23,21.7,8,17,47.1,16,29,45,12,25,14,11,1,63,1
19352,453413,507_15_13,CROATIA,0,TOTALS,CROATIA,200,25,57,43.9,19,37,51.4,6,20,30.0,21,29,72.4,12,27,39,15,20,23,13,7,77,1
19353,453426,507_15_13,BOSNIA AND HERZEGOVINA,0,TOTALS,BOSNIA AND HERZEGOVINA,200,28,72,38.9,23,56,41.1,5,16,31.2,15,24,62.5,20,21,41,19,24,19,13,2,76,0
19354,453439,507_15_14,GERMANY,0,TOTALS,GERMANY,200,23,63,36.5,19,42,45.2,4,21,19.0,5,11,45.5,16,31,47,13,20,17,6,7,55,0
19355,453452,507_15_14,MONTENEGRO,0,TOTALS,MONTENEGRO,200,21,68,30.9,8,36,22.2,13,32,40.6,9,15,60.0,18,26,44,15,17,13,7,2,64,1
19356,453465,507_15_15,LITHUANIA,0,TOTALS,LITHUANIA,200,26,62,41.9,22,51,43.1,4,11,36.4,14,21,66.7,12,27,39,12,21,11,9,4,70,1
19357,453478,507_15_15,GREECE,0,TOTALS,GREECE,200,22,62,35.5,13,36,36.1,9,26,34.6,11,17,64.7,13,26,39,15,21,18,9,4,64,0
19358,453491,507_15_16,LATVIA,0,TOTALS,LATVIA,200,20,67,29.9,10,33,30.3,10,34,29.4,14,26,53.8,15,28,43,11,23,16,5,2,64,0
19359,453504,507_15_16,SERBIA,0,TOTALS,SERBIA,200,25,65,38.5,21,49,42.9,4,16,25.0,13,22,59.1,15,33,48,13,30,13,7,2,67,1
19360,453517,507_15_17,SPAIN,0,TOTALS,SPAIN,200,26,78,33.3,19,48,39.6,7,30,23.3,2,4,50.0,21,35,56,17,18,17,9,1,61,1
19361,453530,507_15_17,CZECH REPUBLIC,0,TOTALS,CZECH REPUBLIC,200,17,61,27.9,14,41,34.1,3,20,15.0,12,18,66.7,9,31,40,6,17,17,7,0,49,0
19362,453543,507_15_18,RUSSIA,0,TOTALS,RUSSIA,200,21,58,36.2,17,36,47.2,4,22,18.2,12,14,85.7,9,25,34,18,15,16,2,4,58,0
19363,453556,507_15_18,TURKEY,0,TOTALS,TURKEY,200,31,75,41.3,23,56,41.1,8,19,42.1,10,19,52.6,21,29,50,21,18,13,10,5,80,1
19364,453569,507_15_19,ITALY,0,TOTALS,ITALY,200,25,63,39.7,15,35,42.9,10,28,35.7,12,19,63.2,15,29,44,13,25,16,10,6,72,1
19365,453582,507_15_19,FINLAND,0,TOTALS,FINLAND,200,20,64,31.2,12,34,35.3,8,30,26.7,20,25,80.0,15,25,40,15,24,14,7,1,68,0
19366,453595,507_15_20,UKRAINE,0,TOTALS,UKRAINE,200,19,53,35.8,13,30,43.3,6,23,26.1,3,6,50.0,10,16,26,14,12,27,10,3,47,0
19367,453608,507_15_20,FRANCE,0,TOTALS,FRANCE,200,33,69,47.8,26,44,59.1,7,25,28.0,3,9,33.3,23,24,47,15,10,24,17,3,76,1
19368,453621,507_15_21,LITHUANIA,0,TOTALS,LITHUANIA,200,32,77,41.6,28,63,44.4,4,14,28.6,4,7,57.1,17,26,43,17,21,13,9,6,72,1
19369,453634,507_15_21,CROATIA,0,TOTALS,CROATIA,200,26,70,37.1,21,55,38.2,5,15,33.3,9,15,60.0,21,28,49,13,18,17,7,8,66,0
19370,453647,507_15_22,SERBIA,0,TOTALS,SERBIA,200,29,62,46.8,23,42,54.8,6,20,30.0,7,12,58.3,18,33,51,22,16,23,12,3,71,1
19371,453660,507_15_22,MONTENEGRO,0,TOTALS,MONTENEGRO,200,18,61,29.5,15,41,36.6,3,20,15.0,7,15,46.7,11,18,29,13,19,16,14,1,46,0
19372,453673,507_15_23,GREECE,0,TOTALS,GREECE,200,22,68,32.4,17,46,37.0,5,22,22.7,10,12,83.3,15,29,44,12,23,13,6,3,59,0
19373,453686,507_15_23,BOSNIA AND HERZEGOVINA,0,TOTALS,BOSNIA AND HERZEGOVINA,200,23,58,39.7,16,33,48.5,7,25,28.0,7,21,33.3,11,31,42,14,14,15,8,3,60,1
19374,453699,507_15_24,LATVIA,0,TOTALS,LATVIA,200,26,73,35.6,14,41,34.1,12,32,37.5,12,20,60.0,10,22,32,15,30,13,9,2,76,0
19375,453712,507_15_24,GERMANY,0,TOTALS,GERMANY,200,26,57,45.6,20,41,48.8,6,16,37.5,26,42,61.9,14,34,48,12,25,19,7,2,84,1
19376,453725,507_15_25,MONTENEGRO,0,TOTALS,MONTENEGRO,200,23,60,38.3,17,39,43.6,6,21,28.6,16,25,64.0,14,26,40,12,26,14,8,1,68,0
19377,453738,507_15_25,FINLAND,0,TOTALS,FINLAND,200,26,56,46.4,20,38,52.6,6,18,33.3,12,20,60.0,6,28,34,12,21,14,10,3,70,1
19378,453751,507_15_26,LATVIA,0,TOTALS,LATVIA,200,24,60,40.0,13,37,35.1,11,23,47.8,3,7,42.9,15,17,32,14,22,27,6,3,62,0
19379,453764,507_15_26,FRANCE,0,TOTALS,FRANCE,200,33,63,52.4,27,43,62.8,6,20,30.0,19,23,82.6,13,22,35,24,15,15,16,1,91,1
19380,453777,507_15_27,UKRAINE,0,TOTALS,UKRAINE,200,27,67,40.3,14,42,33.3,13,25,52.0,20,27,74.1,14,18,32,15,24,15,12,0,87,0
19381,453790,507_15_27,CROATIA,0,TOTALS,CROATIA,200,34,62,54.8,21,37,56.8,13,25,52.0,14,22,63.6,11,27,38,19,26,21,7,1,95,1
19382,453803,507_15_28,CZECH REPUBLIC,0,TOTALS,CZECH REPUBLIC,200,18,70,25.7,11,47,23.4,7,23,30.4,4,11,36.4,10,28,38,14,20,13,9,1,47,0
19383,453816,507_15_28,GERMANY,0,TOTALS,GERMANY,200,24,71,33.8,17,46,37.0,7,25,28.0,19,34,55.9,26,41,67,27,18,17,8,6,74,1
19384,453829,507_15_29,SERBIA,0,TOTALS,SERBIA,200,23,57,40.4,17,35,48.6,6,22,27.3,10,21,47.6,12,22,34,8,19,17,7,6,62,0
19385,453842,507_15_29,SPAIN,0,TOTALS,SPAIN,200,25,55,45.5,19,38,50.0,6,17,35.3,18,24,75.0,9,28,37,16,22,11,9,4,74,1
19386,453855,507_15_30,RUSSIA,0,TOTALS,RUSSIA,200,24,71,33.8,17,54,31.5,7,17,41.2,10,14,71.4,14,22,36,12,27,16,14,3,65,0
19387,453868,507_15_30,LITHUANIA,0,TOTALS,LITHUANIA,200,24,52,46.2,19,34,55.9,5,18,27.8,20,31,64.5,11,35,46,18,21,25,10,4,73,1
19388,453881,507_15_31,BOSNIA AND HERZEGOVINA,0,TOTALS,BOSNIA AND HERZEGOVINA,200,24,59,40.7,21,45,46.7,3,14,21.4,6,9,66.7,11,21,32,10,13,19,5,2,57,0
19389,453894,507_15_31,TURKEY,0,TOTALS,TURKEY,200,35,72,48.6,30,48,62.5,5,24,20.8,5,6,83.3,15,24,39,15,14,12,13,5,80,1
19390,453907,507_15_32,GREECE,0,TOTALS,GREECE,200,19,53,35.8,13,34,38.2,6,19,31.6,19,25,76.0,7,35,42,12,20,16,10,2,63,1
19391,453920,507_15_32,ITALY,0,TOTALS,ITALY,200,18,58,31.0,16,46,34.8,2,12,16.7,14,21,66.7,7,28,35,10,25,14,8,2,52,0
19392,453933,507_15_33,FINLAND,0,TOTALS,FINLAND,200,32,67,47.8,20,40,50.0,12,27,44.4,11,16,68.8,14,26,40,21,22,17,8,0,87,1
19393,453946,507_15_33,UKRAINE,0,TOTALS,UKRAINE,200,30,69,43.5,20,41,48.8,10,28,35.7,11,18,61.1,15,24,39,21,23,16,7,5,81,0
19394,453959,507_15_34,LATVIA,0,TOTALS,LATVIA,200,30,69,43.5,14,34,41.2,16,35,45.7,16,24,66.7,15,36,51,30,23,14,8,6,92,1
19395,453972,507_15_34,CZECH REPUBLIC,0,TOTALS,CZECH REPUBLIC,200,23,66,34.8,19,46,41.3,4,20,20.0,6,19,31.6,13,26,39,12,22,15,6,1,56,0
19396,453985,507_15_35,CROATIA,0,TOTALS,CROATIA,200,27,57,47.4,23,41,56.1,4,16,25.0,10,19,52.6,9,15,24,10,24,17,11,3,68,0
19397,453998,507_15_35,MONTENEGRO,0,TOTALS,MONTENEGRO,200,36,67,53.7,31,52,59.6,5,15,33.3,14,26,53.8,20,24,44,17,21,16,11,1,91,1
19398,454011,507_15_36,FRANCE,0,TOTALS,FRANCE,200,24,63,38.1,17,46,37.0,7,17,41.2,9,22,40.9,14,28,42,15,12,13,3,5,64,0
19399,454024,507_15_36,SERBIA,0,TOTALS,SERBIA,200,30,74,40.5,23,47,48.9,7,27,25.9,8,12,66.7,15,28,43,19,19,8,6,4,75,1
19400,454037,507_15_37,BOSNIA AND HERZEGOVINA,0,TOTALS,BOSNIA AND HERZEGOVINA,200,19,44,43.2,13,26,50.0,6,18,33.3,23,40,57.5,12,29,41,16,26,27,14,3,67,1
19401,454050,507_15_37,RUSSIA,0,TOTALS,RUSSIA,200,21,61,34.4,16,41,39.0,5,20,25.0,14,23,60.9,14,24,38,10,31,21,19,5,61,0
19402,454063,507_15_38,ITALY,0,TOTALS,ITALY,200,28,67,41.8,21,46,45.7,7,21,33.3,14,18,77.8,8,27,35,17,20,11,11,1,77,1
19403,454076,507_15_38,LITHUANIA,0,TOTALS,LITHUANIA,200,24,60,40.0,19,39,48.7,5,21,23.8,17,19,89.5,7,31,38,21,18,19,5,3,70,0
19404,454089,507_15_39,SPAIN,0,TOTALS,SPAIN,200,22,60,36.7,11,29,37.9,11,31,35.5,21,25,84.0,16,17,33,11,24,17,7,2,76,1
19405,454102,507_15_39,GERMANY,0,TOTALS,GERMANY,200,28,63,44.4,21,34,61.8,7,29,24.1,10,18,55.6,19,20,39,17,25,21,13,3,73,0
19406,454115,507_15_40,TURKEY,0,TOTALS,TURKEY,200,23,68,33.8,19,44,43.2,4,24,16.7,4,6,66.7,11,25,36,12,21,17,13,3,54,0
19407,454128,507_15_40,GREECE,0,TOTALS,GREECE,200,28,57,49.1,25,40,62.5,3,17,17.6,18,26,69.2,8,34,42,25,15,16,6,0,77,1
19408,454141,507_15_41,UKRAINE,0,TOTALS,UKRAINE,200,20,59,33.9,16,39,41.0,4,20,20.0,16,25,64.0,13,30,43,15,18,18,11,4,60,1
19409,454154,507_15_41,MONTENEGRO,0,TOTALS,MONTENEGRO,200,21,61,34.4,19,43,44.2,2,18,11.1,14,17,82.4,12,26,38,10,21,17,12,3,58,0
19410,454167,507_15_42,ITALY,0,TOTALS,ITALY,200,21,63,33.3,12,37,32.4,9,26,34.6,8,13,61.5,6,29,35,12,26,15,9,3,59,0
19411,454180,507_15_42,BOSNIA AND HERZEGOVINA,0,TOTALS,BOSNIA AND HERZEGOVINA,200,25,64,39.1,19,46,41.3,6,18,33.3,16,36,44.4,18,38,56,17,20,18,8,4,72,1
19412,454193,507_15_43,FINLAND,0,TOTALS,FINLAND,200,24,76,31.6,15,42,35.7,9,34,26.5,8,12,66.7,17,22,39,14,19,14,11,4,65,0
19413,454206,507_15_43,CROATIA,0,TOTALS,CROATIA,200,28,57,49.1,23,40,57.5,5,17,29.4,13,19,68.4,9,34,43,21,17,21,8,5,74,1
19414,454219,507_15_44,SPAIN,0,TOTALS,SPAIN,200,29,65,44.6,26,48,54.2,3,17,17.6,12,17,70.6,13,28,41,19,16,13,6,2,73,0
19415,454232,507_15_44,LATVIA,0,TOTALS,LATVIA,200,29,68,42.6,21,38,55.3,8,30,26.7,9,14,64.3,13,26,39,17,18,12,7,2,75,1
19416,454245,507_15_45,SERBIA,0,TOTALS,SERBIA,200,31,75,41.3,21,40,52.5,10,35,28.6,14,18,77.8,21,37,58,26,18,14,4,5,86,1
19417,454258,507_15_45,CZECH REPUBLIC,0,TOTALS,CZECH REPUBLIC,200,22,68,32.4,16,43,37.2,6,25,24.0,17,23,73.9,14,23,37,16,19,9,9,1,67,0
19418,454271,507_15_46,LITHUANIA,0,TOTALS,LITHUANIA,200,26,60,43.3,21,46,45.7,5,14,35.7,10,17,58.8,14,28,42,18,16,19,5,4,67,0
19419,454284,507_15_46,TURKEY,0,TOTALS,TURKEY,200,31,76,40.8,27,57,47.4,4,19,21.1,7,10,70.0,19,24,43,14,17,10,15,4,73,1
19420,454297,507_15_47,GERMANY,0,TOTALS,GERMANY,200,28,65,43.1,22,43,51.2,6,22,27.3,12,19,63.2,12,25,37,11,28,18,4,2,74,0
19421,454310,507_15_47,FRANCE,0,TOTALS,FRANCE,200,27,61,44.3,23,45,51.1,4,16,25.0,31,36,86.1,10,24,34,17,20,11,12,1,89,1
19422,454323,507_15_48,GREECE,0,TOTALS,GREECE,200,21,62,33.9,14,41,34.1,7,21,33.3,12,13,92.3,12,26,38,19,14,14,11,4,61,1
19423,454336,507_15_48,RUSSIA,0,TOTALS,RUSSIA,200,21,57,36.8,12,35,34.3,9,22,40.9,6,7,85.7,10,28,38,10,17,20,8,4,57,0
19424,454349,507_15_49,RUSSIA,0,TOTALS,RUSSIA,200,34,69,49.3,24,43,55.8,10,26,38.5,9,9,100.0,10,26,36,23,15,12,9,2,87,1
19425,454362,507_15_49,FINLAND,0,TOTALS,FINLAND,200,24,53,45.3,18,32,56.2,6,21,28.6,10,14,71.4,5,25,30,11,16,20,9,1,64,0
19426,454375,507_15_50,SPAIN,0,TOTALS,SPAIN,200,26,69,37.7,20,45,44.4,6,24,25.0,6,14,42.9,13,30,43,15,18,11,6,4,64,0
19427,454388,507_15_50,BOSNIA AND HERZEGOVINA,0,TOTALS,BOSNIA AND HERZEGOVINA,200,28,71,39.4,23,47,48.9,5,24,20.8,9,16,56.2,17,32,49,21,17,11,9,5,70,1
19428,454401,507_15_51,ITALY,0,TOTALS,ITALY,200,32,72,44.4,23,47,48.9,9,25,36.0,14,18,77.8,14,25,39,14,22,14,15,4,87,1
19429,454414,507_15_51,UKRAINE,0,TOTALS,UKRAINE,200,24,62,38.7,18,42,42.9,6,20,30.0,15,22,68.2,15,28,43,19,18,22,10,3,69,0
19430,454427,507_15_52,TURKEY,0,TOTALS,TURKEY,225,33,77,42.9,27,49,55.1,6,28,21.4,18,29,62.1,17,24,41,23,24,11,14,2,90,1
19431,454440,507_15_52,SERBIA,0,TOTALS,SERBIA,225,28,60,46.7,21,37,56.8,7,23,30.4,16,30,53.3,14,31,45,19,23,23,7,3,79,0
19432,454453,507_15_53,LATVIA,0,TOTALS,LATVIA,200,22,60,36.7,15,32,46.9,7,28,25.0,17,26,65.4,17,27,44,16,19,16,8,3,68,1
19433,454466,507_15_53,MONTENEGRO,0,TOTALS,MONTENEGRO,200,24,62,38.7,21,46,45.7,3,16,18.8,14,20,70.0,12,22,34,7,26,10,11,2,65,0
19434,454479,507_15_54,LITHUANIA,0,TOTALS,LITHUANIA,200,26,65,40.0,19,46,41.3,7,19,36.8,14,23,60.9,17,30,47,20,18,15,10,1,73,1
19435,454492,507_15_54,GERMANY,0,TOTALS,GERMANY,200,28,66,42.4,24,46,52.2,4,20,20.0,11,19,57.9,12,27,39,11,22,16,10,2,71,0
19436,454505,507_15_55,CZECH REPUBLIC,0,TOTALS,CZECH REPUBLIC,200,28,69,40.6,21,39,53.8,7,30,23.3,7,12,58.3,12,28,40,15,20,12,7,2,70,0
19437,454518,507_15_55,CROATIA,0,TOTALS,CROATIA,200,31,67,46.3,25,41,61.0,6,26,23.1,14,17,82.4,11,30,41,13,17,13,7,4,82,1
19438,454531,507_15_56,FRANCE,0,TOTALS,FRANCE,200,22,66,33.3,14,43,32.6,8,23,34.8,7,14,50.0,14,29,43,9,18,13,10,2,59,0
19439,454544,507_15_56,GREECE,0,TOTALS,GREECE,200,27,63,42.9,19,40,47.5,8,23,34.8,5,10,50.0,10,31,41,24,21,12,6,7,67,1
